hospital_name,address,naver_website,naver_phone
정비뇨기과의원,"서울특별시 중구 다산로 185, 4층 403호 (신당동, 신흥빌딩)",https://www.doctorlove.co.kr/,02-2238-2588
정석영신경과의원,"서울특별시 강동구 구천면로 233, 4층 (천호동, 한양메디스퀘어)",,
정소아청소년과의원,"서울특별시 강북구 오패산로52길 39, 1층 (미아동)",,
정소아청소년과의원,"서울특별시 노원구 화랑로51길 78, 2층 (공릉동, 비선아파트상가)",,
정앤장내과의원,"서울특별시 구로구 오리로 1149, 랑데르 106,107호 (천왕동)",,
정영철피부과의원,"서울특별시 양천구 목동로 201, 3층 (신정동)",,
정은정피부과의원,"서울특별시 강남구 논현로 309, 3층 (역삼동)",,
정의원,"서울특별시 강남구 양재대로55길 11, 2층일부 (일원동)",https://www.youtube.com/@TV-sp5ru/featured,02-000-0000
정의원,"서울특별시 성북구 동소문로 43, 지상2층 (동소문동4가)",https://www.doctorlove.co.kr/,921-6280
정인내과의원,"서울특별시 중구 다산로 32, 상가5동 2층 (신당동, 남산타운아파트)",,
정피부과의원,"서울특별시 광진구 광나루로 614, 2층 (구의동)",,
정피부과의원,"서울특별시 중랑구 망우로 214, 403호 (상봉동, 우도빌딩)",,
정현숙내과의원,"서울특별시 양천구 등촌로 230, 동향빌딩 5층 (목동)",,
정형근내과의원,"서울특별시 성북구 성북로4길 52, 417층 1202호 (돈암동, 한신한진아파트)",,
정호현비뇨기과의원,"서울특별시 동작구 상도로15길 143, 3층 (상도동)",,
정훈비뇨기과의원,"서울특별시 강서구 공항대로41길 75, 경원프라자303호 (등촌동)",http://cfuroclinic.com/,02-3661-2154
제노시스의원,"서울특별시 송파구 오금로11길 29, 205~206, 301~307호 (방이동)",http://www.lctgenosis.com,02-420-3357
제오피부과의원,"서울특별시 관악구 남부순환로 1832, (봉천동)",,
제이나피부과의원,"서울특별시 강동구  양재대로 1629, (명일동)",,
제이내과의원,"서울특별시 노원구 한글비석로 365, 3층,4층 (중계동)",http://seouljim.com,937-0090
제이앤케이의원,"서울특별시 강남구 도산대로 120, 청호빌딩 12층 (논현동)",https://www.instagram.com/jnk_clinic,02-544-3009
제이엠김정민피부과의원,"서울특별시 서초구 사임당로 158, 리더스원 상가 3층 305호 (서초동)",http://jmskin.co.kr,02-6953-1212
제이케이김재근성형외과의원,"서울특별시 강서구 화곡로 173, 청도빌딩 7층 (화곡동)",http://jkkimps.com,02-2607-0880
제일가정의학과의원,"서울특별시 은평구 통일로 723, 2층 (대조동)",,
제일가정의학과의원,"서울특별시 강서구 가로공원로76길 94, 2층 (화곡동)",,
제일성모가정의학과의원,"서울특별시 마포구 월드컵북로 137, 3층 301호 (성산동, 제일성모메디칼센터)",,
제일성모의원,"서울특별시 노원구 노원로 43, 2층 (공릉동, 대광빌딩)",,
제일성심의원,"서울특별시 강북구 오현로31길 141, 번동 주공5단지복합상가203호 (번동)",,
제일의원,"서울특별시 동작구 양녕로 195, (상도동)",http://cdjeil.co.kr/,02-815-0179
제일정형외과의원,"서울특별시 노원구 화랑로 463, (공릉동)",http://www.sillimos.com/,02-976-4506
제일정형외과의원,"서울특별시 중구 다산로 172, 제일정형외과 1~3, 5,6층 (신당동)",http://www.sillimos.com/,2234-1911
제일정형외과의원,"서울특별시 동대문구 왕산로 179, 1층 (제기동)",https://blog.naver.com/dalki477,02-3293-0111
조광의원,"서울특별시 동대문구 사가정로13길 3, (전농동)",,
조균석내과의원,"서울특별시 강서구 공항대로41길 65, 305호 (등촌동, 그랜드상가)",,
조내과의원,"서울특별시 광진구 뚝섬로 496, (자양동,(2,3층))",http://www.cho-hospital.com/,02-498-6144
조상희소아청소년과의원,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트 상가동 3층 318,319호 (고덕동)",,
조성진정형외과의원,"서울특별시 강서구 양천로 690, 4층 (염창동)",,
조승복의원,"서울특별시 용산구 원효로 155, (원효로2가)",,
조엔소아청소년과의원,"서울특별시 강남구 개포로 231, 2층 (개포동, 반석빌딩)",,
조은가정의학과의원,"서울특별시 구로구 가마산로 244, 동헌빌딩 2층일부 (구로동)",,
조은내과의원,"서울특별시 은평구 갈현로 258, 2층 (갈현동)",http://www.hwangjoohoclinic.co.kr/,02-355-5478
조은내과의원,"서울특별시 동대문구 사가정로 207, 204, 205호 (장안동)",https://joeunmedical.com/,02-2245-2227
조은내과의원,"서울특별시 동작구 상도로 69, 2층 201호 (대방동, 상원빌딩)",https://joeunmedical.com/,02-813-8275
조은샘의원,"서울특별시 마포구 망원로8길 53, 2층 (망원동)",,
조은의원,"서울특별시 구로구 신도림로 16, 2층 (신도림동, 신도림대림1,2차아파트)",http://eyejoeun.co.kr/,02-2677-0775
조은이비인후과의원,"서울특별시 금천구 독산로 210, K빌딩 5층 (독산동)",https://joeunclinic.com,892-8575
조이비인후과의원,"서울특별시 구로구 구로동로 135, 남부빌딩 3층 (구로동)",http://조이비인후과.com,02-855-7767
조찬홍비뇨의학과의원,"서울특별시 성북구 길음로 8, 2층 (길음동)",,
조피부과의원,"서울특별시 은평구 은평로 136, 302호 (응암동, 은경빌딩)",,
조환석내과의원,"서울특별시 마포구 월드컵북로 224, 201,202,301호 (성산동)",,
종로필선의원,"서울특별시 종로구 삼일대로 434, 2층 (낙원동)",,
좋은서울의원,"서울특별시 중랑구 동일로101길 63, 202,203,204호 (면목동, 면목한신아파트 상가)",,
좋은이비인후과의원,"서울특별시 은평구 역말로 40, 3층 (역촌동, 무궁화빌딩)",,
좋은이비인후과의원,"서울특별시 성북구 돌곶이로27길 79, 지상2층 (장위동)",,
주이비인후과의원,"서울특별시 서대문구 수색로 26, 2층 (남가좌동)",,
주인종내과의원,"서울특별시 관악구 신림로 318, 6층 (신림동)",,
주정형외과의원,"서울특별시 동대문구 서울시립대로 50, 4,5층 (전농동)",,
주정형외과의원,"서울특별시 중랑구 동일로 847, 2층 (묵동)",,
주함정형외과의원,"서울특별시 관악구 남부순환로161길 74, 지하1~3층 (신림동)",,
주홍돈내과의원,"서울특별시 은평구 은평터널로 16, DMC파인시티자이 상가동 1층 301,302호 (수색동)",,
준가정의학과의원,"서울특별시 강서구 등촌로 147, (등촌동)",,
준성형외과의원,"서울특별시 성북구 동소문로 125, 골든타워 3층 (동선동4가)",https://juneclinic.co.kr/,02-929-7357
준재활의학과의원,"서울특별시 송파구 새말로8길 27, (문정동, 봉의빌딩 2층)",http://goodssenbone.com/,02-2043-5672
중랑성모의원,"서울특별시 중랑구 용마산로 439, (망우동)",https://sungmohangil.qshop.ai,02-493-7878
중랑연세내과의원,"서울특별시 중랑구 망우로 203, 2층 203호 (중화동, 중화동주상복합)",http://www.sandolhospital.com/,02-6956-1757
중앙내과의원,"서울특별시 송파구 마천로57길 5, 마천빌딩 4층 (마천동)",https://sites.google.com/view/jungangim,02-408-3914
중앙내과의원,"서울특별시 동작구 서달로 166, 2층 (흑석동, 덕봉빌딩)",https://acim.kr/,02-815-5385
중앙성심의원,"서울특별시 강동구  양재대로 1478, (길동)",,
중앙외과의원,"서울특별시 노원구 동일로192길 20, (공릉동)",,
중앙외과의원,"서울특별시 도봉구 덕릉로 241, (창동)",,
중앙의원,"서울특별시 구로구 경인로53길 15, 중앙유통단지 A01-01호 (구로동)",https://blog.naver.com/wing1956,02-2689-5227
중앙의원,"서울특별시 성북구 장월로1길 17, 1층 (상월곡동)",http://www.sbja.or.kr/,02-911-1199
중앙정형외과의원,"서울특별시 동대문구 왕산로 42, 2층 (용두동)",http://www.joongangclinic.com,02-953-2282
중앙정형외과의원,"서울특별시 성북구 길음로 20, 5층 (길음동, 길음뉴타운. 상가동5층)",http://www.joongangclinic.com,02-912-2326
증산의원,"서울특별시 은평구 증산서길 95, (증산동)",http://yangsan365dayhani.com/,02-303-0066
지내과의원,"서울특별시 송파구 올림픽로35길 124, (신천동, 장미A상가1동 3층 8호,9호  )",http://g5clinic.com,02-424-0218
지앤아이휴내과의원,"서울특별시 중구 통일로 10, 연세대학교 세브란스빌딩 1층 C102호 (남대문로5가)",,
지에이치에스의원,"서울특별시 동대문구 왕산로 21, 민족통일대통령빌딩 402호 (신설동)",,
지에이치의원,"서울특별시 서초구 반포대로 235, 지하1층 (반포동)",http://www.hajiclinic.co.kr/,02-3481-2300
지엠비뇨기과의원,"서울특별시 마포구 월드컵로14길 5, 3층 (서교동)",,
지의원,"서울특별시 구로구 경인로 176, (오류동, 시티월드)",http://pf.kakao.com/_kGVLl/chat,02-2617-1030
지제이(GJ)성형외과의원,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 5층 (반포동)",https://www.gjprs.com,02-525-8001
지파이브(G5)연합의원,"서울특별시 송파구 충민로 52, 가든파이브웍스 3층 S305,S306호 (문정동)",http://g5clinic.com,02-2047-1133
지혜소아청소년과의원,"서울특별시 은평구 연서로 35, 1층 (역촌동)",,
진내과의원,"서울특별시 금천구 독산로 199, 2층 (독산동)",,
진내과의원,"서울특별시 노원구 동일로204가길 34, 306호 (중계동, 씨앤미복합빌딩)",,
진홍상피부과의원,"서울특별시 강서구 등촌로 23, (화곡동)",,
차 재활의학과의원,"서울특별시 금천구 시흥대로 335, 2,3층 (독산동)",,
차봉연엔도내과의원,"서울특별시 관악구 쑥고개로 110, 2층 (봉천동)",,
차성수의원,"서울특별시 도봉구 삼양로 582, (쌍문동)",,
차소연의원,"서울특별시 강남구 도산대로 415, 갤러리제이씨빌딩 5층 (청담동)",,
참빛소아청소년과의원,"서울특별시 중랑구 상봉로 134, 3층 302호 (망우동, 삼부)",,
참사랑가정의원,"서울특별시 송파구 새말로8길 6, (문정동, 2층)",http://csros.com/,02-407-7588
참사랑의원,"서울특별시 노원구 누원로 22, (상계동, 수락리버시티4단지 크로바프라자203호)",https://blog.naver.com/lovecham7510,02-933-7575
참사랑의원,"서울특별시 중구 다산로40길 56, (신당동, 신당치과의원)",https://chamsarang1075.com,2233-7748
참소망의료소비자생활협동조합 늘푸른의원,"서울특별시 중구 퇴계로 457, 신당역올리브2 2층 (황학동)",,
참이비인후과의원,"서울특별시 성북구 장월로 146, 2층 (장위동)",https://blog.naver.com/cham-seosan,942-7512
참조은정형외과의원,"서울특별시 강서구 수명로 82, 303호,402호 (내발산동, 발산로얄타워)",http://www.chamhosp.co.kr/,02-2667-5588
참조은정형외과의원,"서울특별시 중랑구 용마산로 434, 청파빌딩 3층 (면목동)",https://chamjoeun.medisay.co.kr/,02-432-0600
참좋은의원,"서울특별시 중랑구 봉화산로 301, 511동 103~104호 (망우동, 신내역 힐데스하임 참좋은아파트)",http://sdbcham.co.kr,02-432-2041
참편한이비인후과의원,"서울특별시 양천구 신목로 86, 5층 502호 (신정동, 덕진빌딩)",https://blog.naver.com/champh2,02-2649-9991
채비뇨기과의원,"서울특별시 마포구 신촌로 266-1, 4층 (아현동)",,
채올의원,"서울특별시 강남구 도산대로 333, K+ 메디칼타워 8층 (신사동)",,
척척마디의원,"서울특별시 은평구 통일로 830, 파레제페빌딩 4층 401,402호 (불광동)",http://www.2clinic.co.kr/,02-389-6944
천호닥터에버스의원,"서울특별시 강동구 천호대로 1024, 힐스테이트 천호역 젠트리스 4층 416~421호 (성내동)",https://evers27.co.kr/,02-6956-0575
천호디에스타의원,"서울특별시 강동구 천호대로 1053, 이안 강동 컴홈스테이 1차 304~308호 (천호동)",https://ch.diesta.co.kr/,02-2138-2526
청담루비의원,"서울특별시 강남구 압구정로 425, 4층 (압구정동)",https://www.rubyclinic-cheongdam.com/,02-515-2005
청담리더스피부과의원,"서울특별시 강남구 압구정로 445, 3층 (청담동)",https://leaders-cd.com/,02-6203-3301
청담맥의원,"서울특별시 관악구 신림로 261, 2,3층 (신림동)",https://pf.kakao.com/_uqvWxj,02-877-6071
청담맥의원,"서울특별시 구로구 디지털로 288, 대륭포스트타워1차 220호 (구로동)",https://pf.kakao.com/_uqvWxj,02-2082-2989
청담밴스의원,"서울특별시 강남구 선릉로 822, 체월든 3층 (청담동)",https://cheongdam.vandsclinic.co.kr/?channel=4136,02-6956-0606
청담비엘에스의원,"서울특별시 강남구 선릉로 830, 공신진흥빌딩 5층 (청담동)",http://www.blsclinic1.com/,02-512-4842
청담유스피부과의원,"서울특별시 강남구 논현로 813, 영석빌딩 3층 (신사동)",http://www.youthclinic.co.kr,517-7763
청담이상동의원,"서울특별시 강남구 도산대로 510, (청담동, 304호, 305호)",,
청담현피부과의원,"서울특별시 강남구 압구정로20길 21, 정빌딩 2층 (신사동)",,
청아의원,"서울특별시 관악구 남부순환로161길 70, 3층 (신림동)",http://www.chungamiz.co.kr/,02-852-8270
초록이비인후과의원,"서울특별시 성동구 행당로 1, 4층 (금호동1가)",https://blog.naver.com/chorok-ent,02-2282-3369
최 내과의원,"서울특별시 중랑구 동일로 752, 211호 (중화동, 한신아파트상가)",http://www.장산최내과.com/,02-436-4163
최내과의원,"서울특별시 용산구 후암로 9-1, (후암동, 최내과)",http://www.장산최내과.com/,776-4832
최내과의원,"서울특별시 은평구 증산로9길 3, 2층 (증산동)",http://www.장산최내과.com/,02-376-9114
최묘경의원,"서울특별시 동대문구 망우로16길 21, 2층 (휘경동)",,
최병국내과의원,"서울특별시 도봉구 해등로 190, 207호 (쌍문동, 신원상가)",,
최비뇨기과의원,"서울특별시 성동구 독서당로 292, (금호동4가)",http://www.choiuro.co.kr/,02-2297-7775
최영인소아청소년과의원,"서울특별시 성동구 행당로 87, 103호 (행당동, 대림리빙프라자)",,
최와김내과의원,"서울특별시 성북구 동소문로 66, 지상3층 (동소문동3가)",,
최윤영내과의원,"서울특별시 강북구 삼양로 309, 미성빌딩 2,3층 (수유동)",http://www.herdoctor.co.kr/,02-982-7575
최의원,"서울특별시 노원구 동일로 1551, 301호 (상계동, 삼전빌딩)",http://www.choi-clinic.co.kr/,02-952-7575
최인석의원,"서울특별시 서초구 신반포로47길 9-6, 3층 (잠원동)",,
최종성피부과의원,"서울특별시 관악구 신원로 34, 삼양타운 6층 (신림동)",,
최준호내과의원,"서울특별시 관악구 남부순환로161가길 26, 2층 (신림동)",https://blog.naver.com/junohahaha,02-862-8688
최진내과의원,"서울특별시 동대문구 천호대로 295, 3층 (답십리동)",,
최태영정신건강의학과의원,"서울특별시 동대문구 천호대로 295, 3층 7호 (답십리동)",,
최태진내과의원,"서울특별시 구로구 천왕로 32, 천왕에이스프라자 302호 (천왕동)",,
최하주소아청소년과의원,"서울특별시 영등포구 신길로 28, 4층 (신길동, KT대방지점)",,
최혜민피부과의원,"서울특별시 송파구 송파대로 374, (송파동, 성진빌딩 2층)",,
최호열내과의원,"서울특별시 마포구 백범로 127, 2층 (염리동)",,
최효순마취통증의학과의원,"서울특별시 은평구 응암로4길 24, 2층 (응암동)",,
최흉부외과의원,"서울특별시 구로구 개봉로 48, 대성빌딩 1층 (개봉동)",,
최흥열피부과의원,"서울특별시 성동구 천호대로 308, (용답동)",,
추교영내과의원,"서울특별시 노원구 공릉로 144, 2층 (공릉동, 공릉빌딩)",,
충정로연세내과의원,"서울특별시 중구 서소문로 12, (중림동, 최두균한의원)",,
케이톡스의원(강서마곡점),"서울특별시 강서구 마곡중앙6로 93, 열린프라자 5층 503호 (마곡동)",https://mg.k-tox.com,02-2088-7445
코끼리비뇨의학과의원,"서울특별시 관악구 남부순환로 2064, 8층 (남현동)",http://www.kokkir.co.kr/,02-581-8275
코끼리정형외과의원,"서울특별시 광진구 뚝섬로 498, 서울클리닉빌딩 4층 (자양동)",http://해운대코끼리정형외과.kr,02-462-1110
코리아이비인후과의원,"서울특별시 강서구 양천로 556, 402호 (등촌동)",https://blog.naver.com/hunsshit,02-3663-3651
코앤유의원,"서울특별시 관악구 남부순환로 1715, 3층 (봉천동)",http://www.coyou.co.kr/,02-872-7707
코어이비인후과의원,"서울특별시 용산구 한강대로 92, (한강로2가)",https://goodnose.co.kr,02-796-8884
코코메디의원,"서울특별시 동대문구 장한로 166, 2층 (장안동)",,
퀸스타운의원,"서울특별시 강북구 도봉로 352, 305,306호 (번동, 효성네오인텔리안)",,
큐빅산부인과의원,"서울특별시 노원구 동일로 1689, 207호 (상계동, 하이베라스)",,
큰사랑의원,"서울특별시 광진구 면목로 203, 2층 (중곡동)",,
클레오르의원,"서울특별시 마포구 양화로 165, 4층 (동교동, 상진빌딩)",https://uijeongbu.cleorclinic.com,02-3121-7556
클레오르의원,"서울특별시 서초구 강남대로 447, 남서울빌딩 12층 (서초동)",https://www.instagram.com/cleorclinic_gn,02-3478-5111
클레오의원,"서울특별시 성북구 도봉로 29, 지상3층 (길음동)",http://www.cleoclinic.kr/,02-988-2975
클로바의원,"서울특별시 도봉구 도봉로 484, (창동)",,
클림의원명동점,"서울특별시 중구 명동길 43, 4,5층 (명동1가)",https://www.instagram.com/kleam_clinic_official/,-
클림의원홍대점,"서울특별시 마포구 양화로 141, 롯데호텔 L7홍대 3층 전체호 (동교동)",https://www.instagram.com/kleam_clinic_official/,02-6953-4842
키즈쑥쑥소아청소년과의원,"서울특별시 성북구 북악산로 845, 상가203동 지상4층 (정릉동, 쌍용아파트)",,
키즈웰소아청소년과의원,"서울특별시 중랑구 동일로 932, 119호,210호,211호,302호,305호 (묵동, 묵동자이아파트)",https://short.ddocdoc.com/66ft4k,02-972-7975
킴스미의원,"서울특별시 강서구 양천로 690, 3층 (염창동, 호서빌딩)",,
킴스아산의원,"서울특별시 관악구 관악로 268, 1층 (봉천동)",,
킴앤리소아청소년과이비인후과의원,"서울특별시 영등포구 선유로 59, 402호 (문래동6가, 문래아카데미)",,
탑연합의원,"서울특별시 강서구 양천로 73, 멤브로메디컬센터 3층 301-1호 (방화동)",https://topunionclinic.imweb.me/,02-2664-9955
탑이비인후과의원,"서울특별시 영등포구 영신로19길 23, 반석빌딩 3층 302호 (영등포동)",https://blog.naver.com/top-ent,02-833-6689
태능성모의원,"서울특별시 중랑구 동일로 805, (중화동)",,
태미안 의원,"서울특별시 중랑구 망우로 305, 7층 (상봉동, 거암빌딩)",http://taemian.co.kr/,02-529-2871
톡스앤필의원명동점,"서울특별시 중구 남대문로 84, 8층 (남대문로2가)",http://www.toxnfill35.com/,02-318-5113
트로피피부과의원,"서울특별시 강남구 논현로 828, 5층 (신사동)",https://www.trophydermatology.com,02-518-9720
튼튼사랑소아청소년과의원,"서울특별시 마포구 백범로37길 26, 3층 (신공덕동)",,
튼튼소아과의원,"서울특별시 은평구 은평터널로 196, 2층 (신사동)",,
튼튼소아과의원,"서울특별시 성북구 정릉로31길 6, (정릉동)",,
티알트리니티라파엘로청담의원,"서울특별시 강남구 도산대로81길 19, 지하1층,2~5층 (청담동)",https://blog.naver.com/ueb9sc0v,02-511-7963
티엔피부과의원,"서울특별시 서초구 서초중앙로 227, 8층 (반포동)",,
파크포레의원,"서울특별시 송파구 올림픽로35길 10, B상가동 5층 506호 (신천동, 파크리오)",https://blog.naver.com/parkforet,02-420-9548
파티마의원,"서울특별시 노원구 중계로 160, 화인상가아파트 (중계동)",http://smilefatima.com/,02-933-0081
파티마의원,"서울특별시 송파구 천호대로152길 17, 2층 (풍납동)",https://파티마성형외과.com,02-472-9075
파티마피부과의원,"서울특별시 노원구 한글비석로 384, 3층 3호 (중계동, 대호프라자)",http://smilefatima.com/,02-938-3154
편안한내과의원,"서울특별시 중랑구 중랑역로 90, 대원메디컬빌딩 3,4층 (중화동)",http://boosclinic.co.kr/,02-491-5967
편안한시간의원,"서울특별시 강남구 테헤란로64길 18, 세화빌딩 4층 (대치동)",http://pf.kakao.com/_TSVpG/chat,02-596-2110
편한을지의원,"서울특별시 노원구 공릉로 150, 2층 (공릉동)",,
평화가정의원,"서울특별시 종로구 진흥로 432, 2층 201호 (구기동)",,
포에버(FOREVER)의원,"서울특별시 마포구 마포대로 92, (도화동)",https://hd.4everclinic.com,02-1600-8345
포이즌의원,"서울특별시 성북구 아리랑로 3, 4층 (동소문동6가, 우성빌딩)",https://blog.naver.com/tgiskin,02-953-6553
푸른가정의원,"서울특별시 동작구 여의대방로10길 38, 104호 (신대방동, 보라매롯데낙천대아파트상가)",,
푸른꿈소아과의원,"서울특별시 광진구 뚝섬로 657, (자양동)",http://bluedream.kr,02-2201-2551
푸른소아청소년과의원,"서울특별시 송파구 충민로2길 28, (장지동, 대진프라자 304호)",,
푸른의원,"서울특별시 중랑구 봉화산로 217, 201호 (신내동, 부영빌딩)",https://blog.naver.com/sinnaepureunos,02-3422-2216
푸른이비인후과의원,"서울특별시 구로구 개봉로 63, 2층 (개봉동)",http://www.prunent.kr,02-2615-5050
푸른이비인후과의원,"서울특별시 마포구 독막로 2, 2층 (합정동)",http://purunent.co.kr,02-322-7757
푸른정형외과의원,"서울특별시 은평구 증산로 295, (증산동)",http://purunclinic.co.kr,02-372-0041
푸른정형외과의원,"서울특별시 동작구 장승배기로 168, 드림타워 201호 (노량진동)",https://푸른마디정형외과.com,02-824-7582
풍납배내과의원,"서울특별시 송파구 풍성로25길 41, (풍납동, 2층)",,
프레쉬홍닥터의원,"서울특별시 강남구 도산대로 165, 3층 (신사동, 도산대로23길 165, 3층 (신사동, 도산대로23길 6-6, 6층)",https://youtube.com/@freshps,02-3446-5512
프로젝트 유 의원,"서울특별시 마포구 양화로 162, 6층 601호, 602호 (동교동)",https://www.projectuclinic.com/,02-2038-8910
프리미아의원,"서울특별시 서초구 동산로 42, 에이텍빌딩 6층 (양재동)",,
플러스비뇨기과의원,"서울특별시 중랑구 동일로 775, 4층 (중화동, 그린프라자)",http://www.newyjh.com/,02-434-7582
플러스소아청소년과의원,"서울특별시 금천구 시흥대로 391, 홈플러스금천점 4층 (독산동)",https://blog.naver.com/plus-imiko,02-809-7582
플러스후노원의원,"서울특별시 노원구 노해로 494, 고려빌딩 6층 601호 (상계동)",https://www.plushu.co.kr/,0507-1300-2913
피알성형외과의원,"서울특별시 강남구 도산대로 134, 13층 (논현동)",https://www.instagram.com/prprs_official,02-586-8005
필립비뇨기과의원,"서울특별시 동작구 사당로 244, 2층 (사당동, 사당시장)",,
필립소아청소년과의원,"서울특별시 양천구 목동중앙본로7길 45, 202호 (목동, 보미리즌빌)",,
하가정의학과의원,"서울특별시 양천구 월정로 50, 120호 (신월동, 청솔아파트상가)",,
하나가정의원,"서울특별시 성동구 고산자로 253, 402, 403호 (도선동, 다남매빌딩)",http://www.pusanhana.co.kr/,02-2281-8912
하나수의원,"서울특별시 금천구 금하로 793, 상가 에이동 2층 204,205,217,218호 (시흥동, 벽산아파트)",,
하나의원,"서울특별시 동대문구 한천로 86, 2층 (장안동)",http://www.hanawomen.co.kr/,02-2247-1287
하나의원,"서울특별시 강동구 양재대로 1355, (성내동)",https://kdhanaent.medisay.co.kr/,477-7585
하나의원,"서울특별시 동작구 현충로 52, 단지내상가 104동 동 18호 (흑석동, 아크로리버하임)",http://m.hanapain.com,02-811-1655
하나재활의학과의원,"서울특별시 강서구 가로공원로76길 88, 2층 (화곡동, 월정빌딩)",https://blog.naver.com/hana7900-,02-2696-7545
하나정형외과의원,"서울특별시 중랑구 동일로 634, 2층, 4층 (면목동, 덕천빌딩)",http://www.pusanhana.co.kr/,02-495-0119
하나정형외과의원,"서울특별시 도봉구 도봉로150길 8, 이안테라디움 방학역 208, 209, 210호 (방학동)",http://hanaorthoped.ad-media.kr,02-988-2244
하늘별소아청소년과의원,"서울특별시 노원구 한글비석로 263, 3층 (중계동, 성모빌딩)",http://하늘별소아청소년과.com,951-8811
하늘숲소아청소년과의원,"서울특별시 도봉구 도당로 2, 4층 (쌍문동)",,
하늘의원,"서울특별시 강남구 도산대로55길 29, 4층 A호 (청담동, 대창빌딩)",https://blog.naver.com/bluetear0616,02-542-3550
하얀J피부과의원,"서울특별시 노원구 한글비석로 253, 304호 (중계동, 세신프라자빌딩)",,
하얀나라피부과의원,"서울특별시 동대문구 전농로 102, 201호 (답십리동)",https://whitenaraskin.com/,02-2244-7582
하얀나라피부과의원,"서울특별시 서대문구 통일로 131, 7층 (충정로2가, 공화당빌딩)",https://whitenaraskin.com/,02-364-7582
하이즈의원,"서울특별시 강남구 선릉로158길 7, 3층 (청담동)",http://pf.kakao.com/_gfeuG/chat,02-512-1002
하태영피부과의원,"서울특별시 강동구 올림픽로 774, (암사동)",,
학동본내과의원,"서울특별시 강남구 학동로 203, 2층 (논현동)",https://blog.naver.com/hdbon7788,02-6205-7788
한가정의학과의원,"서울특별시 구로구 경인로47길 126, 2층 (고척동)",,
한경원피부과의원,"서울특별시 도봉구 해등로 255, 203호 (쌍문동, 신원프라자)",,
한국정형외과의원,"서울특별시 도봉구 도봉로 482, (창동)",http://www.osyoon.co.kr,02-903-1818
한남웰빙의원,"서울특별시 용산구 대사관로30길 17, (한남동)",,
한독의료재단부설서부중앙의원,"서울특별시 중구 서소문로6길 46, 2,3층 (중림동)",,
한마음가정의원,"서울특별시 강남구 광평로51길 8, 303호 (수서동, 로얄프라자)",https://blog.naver.com/sodium9654,02-451-0031
한마음가정의원,"서울특별시 노원구 초안산로5길 12, 월계프라자 (월계동)",https://blog.naver.com/sodium9654,02-907-4002
한마음가정의학과의원,"서울특별시 도봉구 도당로13길 8, 2층 (방학동)",https://blog.naver.com/sodium9654,070-4897-9868
한마음의원,"서울특별시 광진구 자양로 126, (구의동)",http://www.retinaclinic.co.kr/,02-455-2264
한마음의원,"서울특별시 강북구 오현로 191, 2층 (번동)",http://www.hyhosp.com/,02-946-1416
한마음의원,"서울특별시 강서구 양천로 28, 벽산에어트리움 202호 (방화동)",http://www.hyhosp.com/,02-2663-6312
한빛가정의원,"서울특별시 마포구 신촌로34길 37, 2층 (아현동)",,
한빛가정의학과의원,"서울특별시 강남구 삼성로 233, (대치동, 신사빌딩 2층일부)",http://www.hanbit2k.co.kr/,02-508-6623
한빛내과의원,"서울특별시 동대문구 천호대로 227, 2층 (답십리동)",http://www.hanvitz.co.kr/,02-2216-1959
한빛내과의원,"서울특별시 은평구 진흥로1길 23, 2층 (역촌동)",http://www.hanvitz.co.kr/,02-356-7585
한빛연세내과의원,"서울특별시 동작구 성대로 11, 2층 (상도동)",,
한빛의원,"서울특별시 성동구 성수이로3길 23, 2층 (성수동2가)",https://blog.naver.com/ladyhanvit,02-498-8275
한빛의원,"서울특별시 용산구 한강대로104길 51, (동자동, 남영빌딩(제1호))",https://blog.naver.com/ladyhanvit,02-778-0656
한사랑가정의원,"서울특별시 구로구 오류로8길 57, 대성빌딩 (오류동)",http://hansarang365ds.co.kr,02-2686-4884
한사랑내과의원,"서울특별시 중랑구 신내로 82, 404호 (신내동, 금강프라자)",https://blog.naver.com/pain-nerve-healer,02-3423-3033
한사랑내과의원,"서울특별시 강서구 곰달래로 178, 르네상스빌딩 2층 (화곡동)",https://blog.naver.com/pain-nerve-healer,02-2693-7955
한사랑의원,"서울특별시 도봉구 도봉로 887, (도봉동)",http://hansarang365ds.co.kr,02-956-7545
한사랑의원,"서울특별시 강남구 헌릉로570길 34, 402호 (세곡동, 리앤파크프라자)",http://hansarang365ds.co.kr,02-532-3207
한사랑의원,"서울특별시 관악구 문성로 219, 2층 (신림동)",http://hsrclinic.co.kr,02-856-1717
한사랑의원,"서울특별시 마포구 만리재로 133, 3층 (아현동)",http://hansarang365ds.co.kr,02-363-9114
한사랑의원,"서울특별시 강북구 인수봉로 142, (수유동, 수유동 근생빌딩)",http://hansarang365ds.co.kr,02-945-5050
한사랑의원,"서울특별시 송파구 올림픽로 435, (신천동, 파크리오B상가 307호)",http://hansarang365ds.co.kr,02-423-5334
한사랑의원,"서울특별시 동대문구 한천로 55, 2, 3 층 (답십리동)",http://hansarang365ds.co.kr,02-2212-8875
한솔내과의원,"서울특별시 성북구 보국문로18길 1, 4층 401호 (정릉동)",http://www.hansolmed.co.kr/,02-943-8370
한솔정형외과의원,"서울특별시 구로구 개봉로 13, 1-2층 (개봉동)",,
