hospital_name,institution_type,specialty,departments,address,sido,sigungu,dong,phone,website,email,representative,bed_count,doctor_count,established_date,ykiho,source
청담퍼스널의원,의원,,,"서울특별시 강남구 선릉로 749, 은산빌딩 5층 (논현동)",서울,강남구,논현동,02-514-1118,http://www.cdpsnclinic.co.kr/,cdpsnclinic@gmaill.com,원장과의,0,1,20240503,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,hira
청담포레브의원,의원,,,"서울특별시 강남구 도산대로 330, 서림빌딩 3~4층 (논현동)",서울,강남구,논현동,02-6953-4848,http://www.peaureve.co.kr,,,0,1,20211025,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,hira
청담포워드피부과의원,의원,,,"서울특별시 강남구 학동로 415, 3층 (청담동)",서울,강남구,청담동,02-549-9004,https://www.instagram.com/forwardclinic_seoul,,,0,1,20250319,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDgjJDgz,hira
청담하나피부과의원,의원,,,"서울특별시 강남구 압구정로 461, 306~308호 (청담동, 네이처 포엠)",서울,강남구,청담동,02-549-6788,http://www.ehanaskin.co.kr/,,,0,1,20170109,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQwMyQyNjEyMjIjODEjJDEjJDIjJDgz,hira
청담하트피부과의원,의원,,,"서울특별시 강남구 영동대로 704, 삼강빌딩 4층 (청담동)",서울,강남구,청담동,02-518-1519,cdheartclinic.com,,,0,1,20200227,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQyIyQ1IyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz,hira
청담헤라산부인과의원,의원,,,"서울특별시 강남구 학동로53길 3-2, 6층 (논현동)",서울,강남구,논현동,0507-1376-7806,http://cd-hera.com/,,지정,0,1,20220613,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,hira
청담헤아린의원,의원,,,"서울특별시 강남구 도산대로 412, 4층 (청담동, 남강빌딩)",서울,강남구,청담동,02-518-1600,http://www.healinclinic.com/,,직접,0,1,20170629,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjODEjJDEjJDIjJDgz,hira
청담현피부과의원,의원,,,"서울특별시 강남구 압구정로20길 21, 정빌딩 2층 (신사동)",서울,강남구,신사동,3447-0075,,,,0,1,20080320,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQyIyQ3IyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz,hira
청담흰의원,의원,,,"서울특별시 강남구 압구정로 461, 405호 (청담동, 네이처포엠)",서울,강남구,청담동,3442-3939,http://www.mimoplastic.com,,,0,1,20050722,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,hira
청량리닥터에버스의원,의원,,,"서울특별시 동대문구 왕산로 205, 동광빌딩 4층 일부, 5층 (청량리동)",서울,동대문구,청량리동,02-2039-3675,https://evers28.co.kr,,,0,1,20251127,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,hira
청량힐정형외과의원,의원,,,"서울특별시 동대문구 홍릉로 3, 2층 (청량리동)",서울,동대문구,청량리동,02-967-7588,https://청량힐정형외과.com,heal2022@naver.com,엄상화,0,1,20220421,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjE0ODEjNDEjJDEjJDQjJDgz,hira
청미의원,의원,,,"서울특별시 강남구 선릉로 528, 2,3층 (삼성동)",서울,강남구,삼성동,02-517-1078,http://www.miinz.com/,,키닥터,0,1,20150807,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,hira
청아연의원,의원,,,"서울특별시 강남구 강남대로 584, 성일빌딩 2층 (논현동)",서울,강남구,논현동,02-6951-5636,http://www.purehealing.co.kr/clinic/,,장연식,0,1,20210326,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz,hira
청아의원,의원,,,"서울특별시 관악구 남부순환로161길 70, 3층 (신림동)",서울,관악구,신림동,02-852-8270,http://www.chungamiz.co.kr/,,정집광,0,1,20100406,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,hira
청춘의원,의원,,,"서울특별시 강남구 봉은사로38길 12, 1~2층 (역삼동)",서울,강남구,역삼동,02-544-2288,http://www.ccclinic.co.kr/,,,0,1,20181120,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,hira
청포도내과예방의학과의원,의원,,,"서울특별시 성동구 금호로 158-2, 2층 (금호동1가)",서울,성동구,금호동1가,02-2291-8900,https://blog.naver.com/greengrape777,,,0,2,20180207,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,hira
체리성형외과의원,의원,,,"서울특별시 서대문구 신촌역로 7, 신촌푸르지오시티 2층 204, 205, 206호 (대현동)",서울,서대문구,대현동,02-312-7712,http://www.lamarps.com,,,0,2,20190529,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,hira
체인지미피부과의원,의원,,,"서울특별시 강북구 도봉로 358, 코스타타워 203호 (번동)",서울,강북구,번동,02-998-9114,http://www.change-me.com,,,0,1,20020703,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,hira
체인지업의원,의원,,,"서울특별시 양천구 신목로 102, 201호 (목동, 대경프라자)",서울,양천구,목동,02-2637-7575,http://www.changeupclinic.com/,,,0,1,20141212,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDgjJDgz,hira
체인지의원,의원,,,"서울특별시 강남구 도산대로 318, SB타워 7층 (논현동)",서울,강남구,논현동,02-547-0809,http://www.changeclinic.co.kr/,,,0,1,20070226,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz,hira
초록이비인후과의원,의원,,,"서울특별시 성동구 행당로 1, 4층 (금호동1가)",서울,성동구,금호동1가,02-2282-3369,https://blog.naver.com/chorok-ent,,,0,1,19980430,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,hira
초이성형외과의원,의원,,,"서울특별시 서초구 강남대로 543, 국전빌딩 2층 (반포동)",서울,서초구,반포동,02-543-7781,https://choiplasticsurgery.co.kr/,,원장,0,2,20210811,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,hira
초이스내과신경과의원,의원,,,"서울특별시 용산구 서빙고로 17, 제몰동 제2층 제2109, 2110호, 2111호 (한강로3가)",서울,용산구,한강로3가,795-1175,https://blog.naver.com/woongenius,,,0,2,20150129,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,hira
초이스피부과의원,의원,,,"서울특별시 노원구 한글비석로 56, 미성아파트 미성상가동 3층 301호 (하계동)",서울,노원구,하계동,02-977-3744,https://skinchois.net/sinsa,,,0,3,20240529,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,hira
초이스피부과의원,의원,,,"서울특별시 강남구 강남대로 616, 신사미타워 8층 801호, 802호 (신사동)",서울,강남구,신사동,546-5346,https://skinchois.net/sinsa,,,0,1,20030410,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,hira
최 내과의원,의원,,,"서울특별시 중랑구 동일로 752, 211호 (중화동, 한신아파트상가)",서울,중랑구,중화동,02-436-4163,http://www.장산최내과.com/,,,0,1,19971211,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,hira
최내과의원,의원,,,"서울특별시 용산구 후암로 9-1, (후암동, 최내과)",서울,용산구,후암동,776-4832,http://www.장산최내과.com/,,,0,1,20010625,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,hira
최내과의원,의원,,,"서울특별시 은평구 증산로9길 3, 2층 (증산동)",서울,은평구,증산동,02-376-9114,http://www.장산최내과.com/,,,0,1,20041208,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQxMyQyNjE0ODEjNjEjJDEjJDgjJDgz,hira
최묘경의원,의원,,,"서울특별시 동대문구 망우로16길 21, 2층 (휘경동)",서울,동대문구,휘경동,02-2213-5197,,,,0,1,19951102,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ2MiQzNjE4MzIjODEjJDEjJDIjJDgz,hira
최병국내과의원,의원,,,"서울특별시 도봉구 해등로 190, 207호 (쌍문동, 신원상가)",서울,도봉구,쌍문동,02-902-6991,,,,0,1,19990330,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjEyMjIjNzEjJDEjJDgjJDgz,hira
최비뇨기과의원,의원,,,"서울특별시 성동구 독서당로 292, (금호동4가)",서울,성동구,금호동4가,02-2297-7775,http://www.choiuro.co.kr/,,,0,1,19850406,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ3OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,hira
최비뇨의학과의원,의원,,,"서울특별시 강서구 양천로 461, 주영빌딩 4층 401호 (가양동)",서울,강서구,가양동,02-2659-9477,http://www.choiclinic.com/,,,0,1,19940428,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,hira
최영인소아청소년과의원,의원,,,"서울특별시 성동구 행당로 87, 103호 (행당동, 대림리빙프라자)",서울,성동구,행당동,02-2293-5500,,,,0,1,20050822,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,hira
최와김내과의원,의원,,,"서울특별시 성북구 동소문로 66, 지상3층 (동소문동3가)",서울,성북구,동소문동3가,02-926-5879,,,,0,2,20000428,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQyIyQ1IyQwMCQyNjEyMjIjNDEjJDEjJDQjJDgz,hira
최우식노즈립성형외과의원,의원,,,"서울특별시 강남구 논현로 746, 석호빌딩 2층 (논현동)",서울,강남구,논현동,02-3442-0900,http://noselips.co.kr/,,,0,1,20220608,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQyNjEyMjIjNDEjJDEjJDQjJDgz,hira
최윤영내과의원,의원,,,"서울특별시 강북구 삼양로 309, 미성빌딩 2,3층 (수유동)",서울,강북구,수유동,02-982-7575,http://www.herdoctor.co.kr/,angelcyy@naver.com,,0,2,20090209,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNDEjJDEjJDgjJDgz,hira
최윤영산부인과의원,의원,,,"서울특별시 은평구 통일로 731, (대조동)",서울,은평구,대조동,02-382-0220,http://www.herdoctor.co.kr/,angelcyy@naver.com,,0,1,20060327,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ4OSQyNjEwMDIjODEjJDEjJDYjJDgz,hira
최윤정피부과의원,의원,,,"서울특별시 강남구 선릉로 704, 청담빌딩 4층 (청담동)",서울,강남구,청담동,6205-7575,http://www.cyjskin.co.kr,,,0,1,20060308,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,hira
최의원,의원,,,"서울특별시 노원구 동일로 1551, 301호 (상계동, 삼전빌딩)",서울,노원구,상계동,02-952-7575,http://www.choi-clinic.co.kr/,,,0,1,19950302,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ3MiQzNjE4MzIjNjEjJDEjJDQjJDgz,hira
최인석의원,의원,,,"서울특별시 서초구 신반포로47길 9-6, 3층 (잠원동)",서울,서초구,잠원동,02-3447-9090,,,,0,1,20030220,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNzEjJDEjJDgjJDgz,hira
최일규정형외과의원,의원,,,"서울특별시 동대문구 이문로 128, 이문동 아이비리그 오피스텔 2층 (이문동)",서울,동대문구,이문동,02-959-8312,http://www.cigclinic.com,,,0,1,20021112,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz,hira
최종성피부과의원,의원,,,"서울특별시 관악구 신원로 34, 삼양타운 6층 (신림동)",서울,관악구,신림동,02-882-3650,,,,0,1,19970630,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNTEjJDEjJDYjJDgz,hira
최준호내과의원,의원,,,"서울특별시 관악구 남부순환로161가길 26, 2층 (신림동)",서울,관악구,신림동,02-862-8688,https://blog.naver.com/junohahaha,,,0,1,20161124,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,hira
최진내과의원,의원,,,"서울특별시 동대문구 천호대로 295, 3층 (답십리동)",서울,동대문구,답십리동,02-2217-7555,,,,0,1,19960604,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,hira
최태영정신건강의학과의원,의원,,,"서울특별시 동대문구 천호대로 295, 3층 7호 (답십리동)",서울,동대문구,답십리동,02-2245-9940,,,,0,1,19951103,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,hira
최태진내과의원,의원,,,"서울특별시 구로구 천왕로 32, 천왕에이스프라자 302호 (천왕동)",서울,구로구,천왕동,02-2681-7582,,,,0,1,20121217,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,hira
최하주소아청소년과의원,의원,,,"서울특별시 영등포구 신길로 28, 4층 (신길동, KT대방지점)",서울,영등포구,신길동,02-836-8275,,,,0,1,19981120,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ5MiQzNjEyMjIjNDEjJDEjJDgjJDgz,hira
최혜민피부과의원,의원,,,"서울특별시 송파구 송파대로 374, (송파동, 성진빌딩 2층)",서울,송파구,송파동,02-423-8584,,,,0,1,19921121,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNzEjJDEjJDgjJDgz,hira
최호열내과의원,의원,,,"서울특별시 마포구 백범로 127, 2층 (염리동)",서울,마포구,염리동,02-3274-0301,,,,0,1,19970812,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,hira
최효순마취통증의학과의원,의원,,,"서울특별시 은평구 응암로4길 24, 2층 (응암동)",서울,은평구,응암동,02-303-3994,,,,0,1,20100104,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQwMyQyNjE0ODEjNjEjJDEjJDgjJDgz,hira
최흉부외과의원,의원,,,"서울특별시 구로구 개봉로 48, 대성빌딩 1층 (개봉동)",서울,구로구,개봉동,02-2625-4771,,,,0,1,19960426,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz,hira
최흥열피부과의원,의원,,,"서울특별시 성동구 천호대로 308, (용답동)",서울,성동구,용답동,02-2216-5666,,,,0,1,20001002,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,hira
추교영내과의원,의원,,,"서울특별시 노원구 공릉로 144, 2층 (공릉동, 공릉빌딩)",서울,노원구,공릉동,02-977-7532,,,,0,1,20030219,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,hira
충민내과의원,의원,,,"서울특별시 관악구 관악로 194, 2층 (봉천동)",서울,관악구,봉천동,02-478-0035,http://www.drcancer.or.kr/,,,0,1,20181203,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,hira
충정로수이비인후과의원,의원,,,"서울특별시 중구 중림로2길 6, 2~3층 (중림동)",서울,중구,중림동,02-363-3788,https://blog.naver.com/plusent88,,,0,1,20161130,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNzEjJDEjJDgjJDgz,hira
충정로연세내과의원,의원,,,"서울특별시 중구 서소문로 12, (중림동, 최두균한의원)",서울,중구,중림동,02-365-1175,,,,0,1,20171018,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,hira
치유성형외과의원,의원,,,"서울특별시 강남구 도산대로 110, 케이비엘 센터 9층 (논현동)",서울,강남구,논현동,0507-1387-1141,http://chiups.com,contactus@k-cent.com,약력,0,3,20170929,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNTEjJDEjJDIjJDgz,hira
치유앤미성형외과의원,의원,,,"서울특별시 구로구 경인로 625, 힐스테이트 신도림역 센트럴 307~309호 (신도림동)",서울,구로구,신도림동,02-6229-8275,http://healbeauty.co.kr,,권남호,0,1,20250430,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDQjJDgz,hira
치유의원,의원,,,"서울특별시 강남구 도산대로59길 26, 히든힐하우스 1층 (청담동)",서울,강남구,청담동,02-2135-2314,http://www.chiuclinic.kr,,,0,1,20201028,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDgjJDgz,hira
카라멜성형외과의원,의원,,,"서울특별시 서초구 강남대로 557, 성한빌딩 10층 (잠원동)",서울,서초구,잠원동,02-543-6010,http://www.eightps.com,,상담,0,1,20180523,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,hira
카리스의원,의원,,,"서울특별시 송파구 중대로 68, 훼미리 샤르망 402,403호 (문정동)",서울,송파구,문정동,02-544-7505,https://blog.naver.com/acer421,,,0,1,20091026,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjEwMDIjODEjJDEjJDIjJDgz,hira
카린의원,의원,,,"서울특별시 중구 명동10길 18, 4층 (명동2가)",서울,중구,명동2가,02-318-7730,https://blog.naver.com/karinclinic,,,0,1,20240715,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQyIyQ3IyQwMCQ0NjE0ODEjODEjJDEjJDYjJDgz,hira
카모마일의원,의원,,,"서울특별시 서초구 효령로74길 4, 4층 (서초동, 우담빌딩)",서울,서초구,서초동,02-521-7935,http://blog.naver.com/dufqksgoxkf,,,0,1,20160407,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz,hira
카이성형외과의원,의원,,,"서울특별시 강남구 선릉로 830, 3층 (청담동, 공신진흥빌딩)",서울,강남구,청담동,02-512-0830,http://kaiclinic.co.kr,,,0,1,20171010,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,hira
커브라인의원,의원,,,"서울특별시 중구 명동9가길 21, 2~5층층 (을지로2가)",서울,중구,을지로2가,02-6954-2565,https://curvelineclinic.com,,약력,0,1,20260123,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,hira
케이내과의원,의원,,,"서울특별시 서초구 강남대로 415, 대동빌딩 7층 (서초동)",서울,서초구,서초동,593-7582,http://www.케이내과.com/,,,0,1,20100201,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjE4MzIjNjEjJDEjJDgjJDgz,hira
케이라인의원,의원,,,"서울특별시 강남구 테헤란로 101, 1402호 (역삼동, 이즈타워)",서울,강남구,역삼동,02-567-9975,https://www.instagram.com/kline_ps,,,0,1,20160708,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,hira
케이셀의원,의원,,,"서울특별시 서초구 서초대로77길 3, 아라타워 201,202,203,204,209,213,214호 (서초동)",서울,서초구,서초동,,http://kcellclinic.co.kr/,,,0,2,20230804,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNjEjJDEjJDQjJDgz,hira
케이톡스의원(강서마곡점),의원,,,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 5층 503호 (마곡동)",서울,강서구,마곡동,02-2088-7445,https://mg.k-tox.com,,역임,0,1,20200916,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,hira
케이트의원,의원,,,"서울특별시 마포구 양화로 148, 스칼렛빌딩 7층 (동교동)",서울,마포구,동교동,02-6952-1234,http://www.wynnclinic.com,,,0,2,20181217,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDYjJDgz,hira
코끼리비뇨의학과의원,의원,,,"서울특별시 관악구 남부순환로 2064, 8층 (남현동)",서울,관악구,남현동,02-581-8275,http://www.kokkir.co.kr/,,,0,1,20231204,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjODEjJDEjJDYjJDgz,hira
코끼리정형외과의원,의원,,,"서울특별시 광진구 뚝섬로 498, 서울클리닉빌딩 4층 (자양동)",서울,광진구,자양동,02-462-1110,http://해운대코끼리정형외과.kr,,홈페이지,0,1,20221018,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz,hira
코넬비뇨기과의원,의원,,,"서울특별시 마포구 만리재로 15, 제일빌딩 2층 205호 (공덕동)",서울,마포구,공덕동,02-718-7575,http://www.conel.co.kr/conel/guide/g03_8.htm,,,0,1,20101102,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,hira
코넬비뇨의학과의원,의원,,,"서울특별시 광진구 천호대로 559, 아스하임 4층 2호 (중곡동)",서울,광진구,중곡동,02-468-8119,http://www.conel.co.kr,elcid707@naver.com,,0,1,20160516,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,hira
코리아이비인후과의원,의원,,,"서울특별시 강서구 양천로 556, 402호 (등촌동)",서울,강서구,등촌동,02-3663-3651,https://blog.naver.com/hunsshit,,,0,1,20060125,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,hira
코미인의원,의원,,,"서울특별시 강남구 봉은사로 105, 8층 (논현동, 동양빌딩)",서울,강남구,논현동,02-511-3050,http://www.comain.co.kr,,,0,1,20150729,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNTEjJDEjJDIjJDgz,hira
코스모스의원,의원,,,"서울특별시 관악구 남부순환로 1837, 샤론빌딩 3층 (봉천동)",서울,관악구,봉천동,02-877-8383,http://www.cosmosps.com/,,,0,1,20080514,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,hira
코앤미성형외과의원,의원,,,"서울특별시 서초구 강남대로 405, 통영빌딩 10층 (서초동)",서울,서초구,서초동,02-540-5401,https://cafe.naver.com/beautypeopleps,,,0,2,20180705,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ5OSQyNjE4MzIjNjEjJDEjJDAjJDgz,hira
코앤유의원,의원,,,"서울특별시 관악구 남부순환로 1715, 3층 (봉천동)",서울,관악구,봉천동,02-872-7707,http://www.coyou.co.kr/,,,0,1,20100511,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ5MiQzNjE4MzIjODEjJDEjJDYjJDgz,hira
